method,family,metric,value,ci_low,ci_high,ci_kind,scope,frame,alignment_length,reference_n,n_generated,n_reference,n_templates,recomputed,source_file
PAPER: Evotune,paper_mean_of_6,kl_positional,0.010733333333333333,,,,cross_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: Evotune (forced),paper_mean_of_6,kl_positional,0.029908333333333332,,,,cross_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: Random,paper_mean_of_6,kl_positional,0.072185,,,,cross_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: Random pairing,paper_mean_of_6,mip_agreement,0.9267916666666666,,,,within_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: EvoFlow (ours),paper_mean_of_6,mip_agreement,0.8854633333333334,,,,within_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: EvoDiff-MSA,paper_mean_of_6,mip_agreement,0.8950916666666666,,,,within_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: Evotune,paper_mean_of_6,mip_agreement,0.9202816666666666,,,,within_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: Evotune (forced),paper_mean_of_6,mip_agreement,0.8041433333333333,,,,within_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: Random,paper_mean_of_6,mip_agreement,0.6598116666666667,,,,within_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: Random pairing,paper_mean_of_6,spectrum_mmd,0.65273,,,,cross_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: EvoFlow (ours),paper_mean_of_6,spectrum_mmd,1.1284833333333333,,,,cross_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: EvoDiff-MSA,paper_mean_of_6,spectrum_mmd,0.7757116666666667,,,,cross_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: Evotune,paper_mean_of_6,spectrum_mmd,0.6874950000000001,,,,cross_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: Evotune (forced),paper_mean_of_6,spectrum_mmd,1.7462799999999998,,,,cross_study,published,,,,,,False,metrics/evoflows_figure3.json
PAPER: Random,paper_mean_of_6,spectrum_mmd,2.26363,,,,cross_study,published,,,,,,False,metrics/evoflows_figure3.json
